"film_id","year","length","budget","votes","genre","rating"
17318,1951,82,13.8,460,"Comedy",4.2
18818,2002,24,12,5,"Short",8.1
53270,1990,82,9.1,8,"Action",1.9
25567,1974,90,12.1,7,"Drama",4.4
30554,1979,85,11.4,18,"Action",4.6
12794,1994,26,7.7,16,"Short",8.2
29039,1945,19,14.5,13,"Drama",7.9
48769,1973,81,10.2,12,"Action",4.8
37367,1986,NA,16.1,27,"Comedy",8.6
35250,1991,82,6.1,37,"Comedy",1.9
23182,1915,32,11.4,128,"Comedy",7.3
27965,1969,90,11.3,17,"Drama",2.3
34895,1979,79,16,12,"Action",7.5
48617,1930,86,16.4,12,"Action",8.1
40093,1970,95,15.5,5,"Action",2.5
38369,2000,97,12.2,14,"Action",3.6
33078,2002,88,13.1,21580,"Action",8.1
1690,1979,97,12.4,60,"Action",4.9
43635,1972,80,14.3,11,"Action",2.9
57795,1982,86,14.7,242,"Action",3
36588,1973,90,8.9,42,"Drama",4.3
47348,1949,87,9.2,46,"Action",4.1
2708,1993,100,10.2,134,"Documentary",8.2
47182,1997,107,8.3,642,"Comedy",2.2
56025,1979,117,14.1,1136,"Action",4.5
28278,2003,105,9.9,20,"Action",4.4
37323,1960,129,8.8,2801,"Comedy",4.2
55856,1998,89,14,112,"Action",5
28914,1966,10,14.1,6,"Short",8.5
6587,1998,65,10.3,15,"Documentary",9
30388,1967,11,7.7,21,"Short",7.2
45600,1980,91,18.6,9,"Drama",4
21309,1981,91,14.2,1398,"Comedy",2.6
38933,2002,84,10.4,314,"Comedy",3.8
44963,2001,93,13.5,3144,"Comedy",2.5
38557,1930,83,12.5,64,"Drama",5.2
17564,1963,108,12.7,247,"Drama",6.1
2511,1984,94,17.1,343,"Action",8.5
18751,2001,95,13.7,597,"Action",4.4
19689,1963,115,9,148,"Drama",3.7
2508,1982,70,18.9,16,"Action",8.3
53659,2001,109,8.3,95,"Drama",2.2
56840,2004,15,14.8,14,"Drama",7.9
36106,1989,89,15.7,70,"Comedy",7.8
53167,1928,10,11.5,9,"Comedy",7.7
32213,1950,84,13.8,6,"Comedy",8.8
33607,1931,85,10.4,44,"Drama",2.4
24962,1943,89,5.5,24,"Action",3.4
12520,1987,91,16.1,50,"Action",8.3
30476,1940,71,15.4,6,"Action",4.6
16589,1992,90,12,236,"Animation",3.6
43817,1935,78,13.3,50,"Romance",5.4
39095,1931,73,11.3,95,"Comedy",8.3
1546,1976,118,6.6,11,"Drama",3.9
24428,1951,91,12,44,"Drama",3.5
50197,1999,85,11.8,111,"Comedy",8
4463,1985,107,12,8,"Drama",3.9
50723,1957,89,11.4,295,"Romance",4.8
34304,2004,17,11.8,17,"Short",8.4
39732,1946,91,11.2,10,"Comedy",7.8
20944,1973,86,8.8,33,"Drama",3.8
6278,1932,91,10.5,53,"Comedy",7.7
13767,1980,NA,9.4,242,"Action",7.9
27457,1967,NA,12.4,17,"Drama",5.7
36605,1951,7,6.3,32,"Animation",8
19114,1998,108,16.5,121,"Comedy",7.7
14498,1973,90,13.1,99,"Comedy",7.8
50884,1951,NA,8.7,50,"Action",4.6
4810,1948,72,9.2,9,"Drama",5.6
27901,1955,167,10.9,5,"Action",3.9
57789,1975,165,10.4,17,"Drama",2.6
55341,1999,14,14.6,117,"Short",7.5
50584,1953,81,8.9,32,"Comedy",3.4
17446,1979,90,5.5,45,"Action",4.2
16943,1943,67,10.6,41,"Drama",5
43166,1998,92,7.8,19,"Action",4
56565,1945,95,12.5,23,"Comedy",7.5
36152,1984,105,4.8,39,"Action",4.1
58384,2003,90,11.6,14,"Action",2.6
17781,1960,104,10.8,15,"Drama",4.8
12620,1962,95,9.2,299,"Drama",4.7
26251,1963,104,16.1,2408,"Action",7.8
48312,1953,7,12.5,82,"Animation",7.5
4569,1960,6,12,6,"Animation",8
13681,1971,111,11.6,976,"Drama",2.9
32250,2003,95,7.2,244,"Drama",2.8
32328,1996,127,15.3,23,"Drama",3.2
11635,1960,105,7.7,26,"Comedy",2.5
49523,1997,58,17.1,6,"Documentary",7.7
25195,1973,91,9.3,15,"Comedy",3.3
24740,1988,86,15.4,24,"Action",4.5
3817,1958,76,11.3,62,"Action",2.2
18622,2001,138,10.7,35,"Drama",3.4
53847,1955,7,11.6,34,"Animation",8
1121,1999,90,17.2,10,"Documentary",8
18555,1989,85,12,21,"Action",2.8
49750,1970,NA,13,6,"Action",2.7
5960,1998,90,13.6,57,"Action",3.4
27543,1970,90,14.3,11,"Action",3.3
29177,2004,17,10.4,17,"Drama",8.1
39992,1995,92,9.9,110,"Drama",3.5
46121,1940,285,9.7,30,"Action",3.7
42100,1975,88,13.5,361,"Action",4.2
46548,2002,91,11.1,162,"Drama",3.7
32025,1963,96,16.3,46,"Comedy",7.3
4864,2002,94,19.9,39,"Action",7.6
27545,2002,97,15.3,2955,"Drama",5.3
27272,1996,114,12.7,1491,"Drama",3.6
28307,1940,110,12.9,60,"Action",5.7
28326,2000,86,9.8,15,"Drama",4.4
7293,1985,NA,12.5,30735,"Comedy",7.8
56,2004,87,12.2,1275,"Comedy",7.7
22218,1970,100,11.8,15,"Action",3.3
54310,1961,99,13,148,"Drama",3
35662,1977,90,11.8,5,"Comedy",3.9
16096,1911,17,12.1,14,"Drama",7.3
29199,1991,84,8.9,17,"Drama",3.3
46636,1963,79,12.9,16,"Action",4.1
52157,1988,93,13.9,122,"Drama",3.4
30978,1936,77,5.7,22,"Comedy",4.2
31162,2002,90,8.1,10,"Drama",5.4
11423,1949,82,12.5,19,"Action",4.6
1606,1935,10,10.5,14,"Animation",7.4
20732,1982,92,11.8,5,"Drama",2.8
22069,1982,105,8.8,7,"Drama",2.7
51380,1941,93,11.4,80,"Action",2.1
28497,1978,NA,10.7,9,"Action",3.4
5796,1962,NA,6,2179,"Drama",3.9
14302,1999,91,13.5,8,"Action",3.7
48810,1969,100,9.6,91,"Comedy",3.8
51300,1962,72,14.5,11,"Action",2.8
19931,1964,115,10.5,346,"Drama",3.4
27887,1992,30,10.1,14,"Short",7.6
4627,1997,110,13.3,203,"Drama",4
46013,1989,100,12.5,7461,"Drama",3.5
21190,1926,53,6.6,43,"Action",5.3
623,1948,7,11.2,52,"Animation",7.6
56622,1998,112,13.1,464,"Drama",4.2
32102,1955,83,13.7,51,"Action",5.3
25672,1939,97,6.3,16,"Drama",4.1
45895,1955,90,15.1,44,"Action",3.1
1994,1973,95,14,6,"Comedy",7.5
10754,1966,100,9.6,16,"Comedy",3.4
41636,1949,111,15.4,13,"Drama",4.2
47010,1995,88,13.4,37,"Drama",3.3
25694,1978,120,10.4,19,"Comedy",3.3
359,1995,85,13.9,324,"Action",7.6
31340,2001,120,11.9,8,"Documentary",8
17725,1992,103,15,42,"Drama",4.6
13134,1985,87,9.7,10,"Action",4.5
55656,1962,110,12.1,28,"Comedy",5.1
18011,1991,137,7.2,11952,"Comedy",2.1
55436,1957,92,17.7,19,"Drama",3.4
8416,1978,107,12.4,128,"Action",3.5
35729,1942,90,10.1,5,"Action",6
30859,1999,88,14.6,56,"Comedy",3.9
43097,1987,96,9.8,449,"Action",2.7
54545,1968,91,13.8,30,"Action",3.8
19476,1987,94,8.5,7,"Action",4.3
21875,1948,94,17.7,88,"Drama",2.4
46812,1995,84,14.5,6,"Documentary",7.5
45436,1989,83,8.5,236,"Comedy",3.9
20766,1996,108,13.9,82,"Action",2.8
3215,1941,8,13.2,76,"Animation",8
26587,1997,10,12.3,28,"Drama",7.9
16986,1933,88,14.3,8,"Comedy",8.3
42443,1975,95,11.1,14,"Drama",4.1
55168,2000,93,16.6,54,"Comedy",8
8557,1931,63,8.5,14,"Comedy",3.3
50718,1908,17,15.3,5,"Comedy",8.5
36914,1937,70,11,18,"Action",3.8
14114,2001,100,13.2,8,"Drama",3.8
48759,1958,105,15.4,83,"Drama",4.3
8937,2002,82,14.6,11,"Drama",8.4
11852,1957,8,10.3,12,"Animation",8.1
26055,1977,105,12.4,2109,"Comedy",8.6
32132,1996,118,10.6,28,"Documentary",7.7
22789,1948,93,9,17,"Comedy",5.1
33058,1982,76,15.6,13,"Action",8.1
12386,1994,97,8.7,144,"Action",4.1
3642,2004,110,10,21,"Drama",4.5
46542,1947,64,8.9,10,"Drama",3.3
25109,1988,92,9.7,75,"Drama",4.1
5118,2000,72,14,62,"Documentary",7.8
33293,1963,6,8.5,10,"Animation",8
13039,1999,90,12.2,25,"Action",2.8
4219,2002,14,15.8,7,"Short",7.8
24916,1968,90,5.2,32,"Action",3.7
53549,1981,90,15,100,"Drama",5.5
6284,1950,72,13.9,31,"Comedy",7.8
28288,1989,104,16.3,11,"Action",7.2
45108,2001,80,9.4,94,"Comedy",4.3
27765,2001,80,16.7,187,"Action",8.6
57313,1936,77,10.5,48,"Drama",3.3
19954,1983,NA,14,206,"Comedy",8.3
22981,1956,89,10.5,13,"Drama",3.3
6728,1996,97,14,31,"Drama",3.3
37854,1940,68,6.3,28,"Drama",3.6
17605,1999,12,11.9,22,"Drama",7.8
11199,2000,100,10.6,384,"Drama",3.9
23148,2002,11,11.5,688,"Action",8.7
39161,1999,107,8.2,157,"Drama",4.5
34568,2001,94,16.8,7,"Drama",2.4
948,1991,6,14.6,142,"Animation",7.3
27558,1955,104,7.4,243,"Action",2.3
43895,1951,7,7.2,40,"Animation",8.4
17118,1985,93,14.7,35,"Documentary",7.7
33070,1929,19,20.1,100,"Comedy",9.2
27007,1936,232,11.4,13,"Action",3.6
39896,2002,102,10.2,654,"Action",3.4
29049,1996,101,15.2,6751,"Action",4.7
36067,1956,176,7.9,5,"Comedy",3.4
21057,1966,97,7.4,6,"Action",3.1
23242,1992,118,14.2,33,"Action",5.5
13024,1992,96,15.4,115,"Drama",3.2
45675,1995,120,19.1,36,"Comedy",8
49758,1997,102,14.3,74,"Action",4.5
6253,1985,88,12,12,"Action",3.9
23734,1947,60,11.2,21,"Action",4.1
38481,2001,45,10,7,"Documentary",7.8
6258,1932,93,8.7,426,"Drama",6.8
54601,1981,97,8.5,9,"Comedy",3.6
51860,1956,88,11.7,17,"Drama",4.8
40589,2004,52,13.5,5,"Documentary",7.9
24538,2002,100,17.7,78,"Comedy",7.6
8138,1991,80,14.8,5,"Comedy",7.7
22637,1996,13,6.6,5,"Action",7.7
35155,1976,101,12.4,27,"Action",3.5
9096,1988,75,12.7,11,"Action",4.8
14040,2001,127,7.9,1365,"Drama",3.4
12751,2004,88,14.3,135,"Comedy",8.1
50087,1983,100,15.5,6,"Comedy",8
33921,1950,90,9.7,118,"Comedy",3.3
35106,2001,10,13.7,137,"Comedy",8.4
17914,1971,101,10.7,14,"Drama",2.9
37116,1999,98,18.5,7,"Action",8
5705,1946,101,15.8,5,"Action",3.6
3321,1993,100,6.8,145,"Action",3.1
3657,1974,127,16.7,9,"Drama",3.3
32379,1938,160,14.2,255,"Drama",4
36286,2001,90,8.2,48,"Action",2.7
35750,1986,30,9.2,8,"Animation",4.8
48901,1994,118,13.4,12651,"Action",4.6
35339,1975,94,13.1,16,"Comedy",8.2
43472,1976,NA,5.7,304,"Comedy",4.7
25043,1991,89,15.5,16,"Action",8
19310,1934,7,12.8,51,"Animation",8.4
52146,1978,103,7.7,8,"Drama",4.2
13001,1976,88,11.8,7,"Documentary",7.2
8680,1932,68,9,6,"Romance",4.4
41877,1970,90,12.2,54,"Comedy",8.3
47443,1944,7,13,30,"Animation",7.6
45884,1978,86,12.8,18,"Drama",4.2
21178,1949,91,12.6,87,"Drama",4
33595,1999,103,11.5,48,"Comedy",4.3
54665,1995,106,17.3,103854,"Action",7.4
18632,1986,84,17.4,7,"Action",8
7709,2001,85,11.5,38,"Comedy",4.2
56183,1949,9,14.8,10,"Short",8
23820,1968,101,17.5,11,"Drama",3.4
7454,1996,117,9.1,66,"Action",2.9
44583,1969,92,11.1,156,"Drama",3.8
32137,1997,126,13.3,135,"Drama",3.4
54102,1936,116,12.1,40,"Drama",3
57343,1995,91,12,19,"Comedy",7.6
47931,1951,95,14.6,5,"Comedy",8.6
27279,2002,35,11.5,6,"Comedy",8.7
40679,1994,108,13.5,198,"Drama",3.6
26835,2000,10,10.4,21,"Short",8.1
20633,1933,96,9.1,556,"Action",3.6
43377,1996,90,5.2,41,"Action",5.6
41507,2001,87,13.1,188,"Drama",4.3
23394,1939,100,4.1,5,"Comedy",4.6
25219,2004,94,9.5,251,"Comedy",3.5
57537,1992,90,9.9,64,"Drama",3.6
52467,2004,16,12,7,"Drama",8.1
19390,1951,62,13,15,"Action",4.3
29028,1976,94,8.1,181,"Action",5.5
17721,1989,86,14.6,25,"Drama",3.4
42183,1990,NA,10.8,29,"Drama",4.2
3415,2001,10,13.1,24,"Short",7.8
49603,1977,NA,11.2,510,"Drama",5.8
43215,1998,58,9.1,14,"Documentary",7.9
48105,1945,113,7.4,115,"Drama",4.7
39227,1982,88,12.8,197,"Drama",4.3
45134,1995,127,13.9,391,"Drama",3.7
55823,2000,85,7.2,1003,"Drama",5.1
33422,1970,85,12.6,5,"Action",3.6
11125,1989,94,8.9,312,"Comedy",3.2
56024,1945,67,12.5,6,"Action",4.5
39635,2003,12,12.4,27,"Comedy",8.5
2446,1996,21,13.1,5,"Drama",8.1
22975,2002,115,13.2,6043,"Drama",2.8
35843,2004,NA,9.1,11,"Comedy",2.6
2473,1996,100,12.7,5,"Action",4.3
2957,1951,90,12.4,39,"Comedy",8
419,1997,102,9.3,463,"Documentary",8.2
51584,1992,45,13.8,5,"Documentary",7.4
12409,2003,90,13,643,"Comedy",8.2
28816,1998,NA,8.6,62,"Comedy",3.8
3679,2005,84,10.7,17,"Action",5.2
44331,1999,98,11,3748,"Comedy",3.1
36364,1987,102,8.9,9,"Action",4.4
10600,1989,105,16.2,15,"Drama",5
31020,1997,84,8.3,28,"Comedy",4.3
38784,1963,100,8.1,92,"Comedy",3.1
51832,1992,6,15.7,33,"Short",8.1
3789,2003,90,15.7,97,"Drama",4.3
26642,1992,NA,12.2,13,"Documentary",8.5
32497,2004,95,11.6,26,"Drama",3.9
27939,1947,NA,12.5,74,"Animation",8.3
20256,1953,69,7.4,55,"Drama",4.8
12382,1998,105,13.8,40,"Drama",3.3
47660,1972,83,11.7,421,"Animation",3.4
5554,1930,87,12.1,178,"Drama",5
1723,1955,7,10.8,31,"Animation",7.9
36098,2002,94,10.3,66,"Comedy",7.6
24994,1944,11,10.7,9,"Comedy",7.9
6559,1987,101,11.8,54,"Drama",4.3
16452,2000,217,10.9,558,"Drama",3.6
46584,2003,27,5.5,23,"Short",8.1
52511,1998,97,6.5,438,"Comedy",5.8
9546,1958,108,12.5,14,"Drama",5.2
38864,1979,NA,11.2,81,"Drama",5
750,1994,117,10.4,12,"Action",3.2
31816,1959,120,14.5,75,"Drama",3
27466,1986,90,10.1,10,"Comedy",7.6
1467,1977,144,15.2,10,"Drama",3.3
10139,1951,10,10.4,7,"Documentary",8.5
44609,1981,103,11.4,33,"Drama",5.1
21854,1961,95,14.4,5,"Drama",4.5
38522,1981,109,8,3539,"Action",3
4725,1946,88,14.4,274,"Action",3.2
45196,2002,90,9.7,99,"Action",3.6
30139,1997,91,8,17,"Comedy",3.6
33813,1996,97,8.9,35,"Action",5.2
53388,1998,10,16.9,1157,"Comedy",8
43695,1967,95,6.1,90,"Comedy",3.1
13184,1998,95,17.4,36,"Drama",4.5
30046,1968,137,16.1,5871,"Drama",4.4
44269,1989,111,12.9,25,"Action",3.9
45105,1988,88,11.4,11,"Drama",5.7
13133,1971,88,10.6,171,"Drama",3.2
13383,1996,100,8.5,203,"Comedy",4.5
52617,2004,27,13.3,34,"Drama",8.5
23696,1958,6,9.6,35,"Animation",7.8
20809,1987,119,13,13823,"Comedy",4
28678,2003,89,11.7,67,"Action",4.1
7899,1975,89,12.2,132,"Action",3.5
4766,1996,115,10.2,307,"Romance",3.2
42317,1985,178,21.2,19,"Romance",2.5
52872,1928,14,16.4,14,"Documentary",7.4
29381,2001,15,17.9,36,"Short",8.3
31659,1978,107,10.8,13,"Drama",4.1
18207,1979,105,7.3,206,"Action",3.1
31947,1959,83,10.7,53,"Drama",4.1
56058,1963,81,12.9,6,"Action",3.7
51762,2003,88,11.3,48,"Comedy",5
27652,1952,55,9.4,6,"Action",4.6
2396,1987,125,11.8,7,"Action",3
11930,2001,70,14.2,11,"Action",5.7
55569,1990,118,11,12,"Drama",2.4
48346,1996,95,17.1,113,"Action",8.2
18717,1957,85,8.8,16,"Drama",4.3
38401,1923,65,12.3,880,"Comedy",7.8
36792,1974,80,16.4,23,"Action",7.6
42227,2000,78,16.4,25,"Action",8.5
5257,1945,82,10.2,34,"Action",3.1
34706,2000,NA,11,6,"Documentary",7.7
45540,2000,107,10.9,187,"Drama",4.1
41575,1992,104,13,233,"Action",3.7
42834,1977,120,11.3,13,"Drama",4.7
31875,1998,83,9.9,39,"Action",3.4
32190,2000,113,10.9,39,"Drama",4.8
19569,1963,100,9.8,8,"Drama",3
16159,1985,110,12.5,6,"Action",2.6
17242,1949,7,12.2,112,"Animation",7.5
48453,1946,90,13.1,25,"Comedy",7.9
57528,2000,92,10.5,2094,"Comedy",3.5
49105,1987,89,17,964,"Action",7.9
41787,1990,93,13.1,156,"Drama",2.7
27501,1939,81,14.7,5,"Drama",3.9
20887,1934,10,11.9,6,"Comedy",7.8
13032,2004,NA,14.4,152,"Documentary",7.7
23694,1969,91,10.7,94,"Comedy",8
41610,1953,98,10.4,18,"Comedy",7.8
12952,2004,105,11.9,880,"Drama",4
54933,1983,100,14.5,31,"Action",3.7
50596,1953,101,9.4,129,"Comedy",2.6
56691,1999,10,14,70,"Animation",3.8
40443,1999,82,13.4,77,"Action",3.8
25519,2004,14,9.7,16,"Short",8.5
35071,1963,115,12.1,158,"Drama",5.3
16837,1997,96,14.7,13,"Comedy",8.3
55346,1994,90,8.9,188,"Documentary",8.6
25992,1976,105,11.4,9,"Drama",3.5
51050,1976,67,9.7,17,"Action",4
40811,1939,7,12.3,9,"Animation",7.7
45005,1995,95,13.3,81,"Action",4
18482,1935,7,16.9,21,"Animation",7.9
29946,1998,97,13.6,387,"Drama",3.8
36621,1970,96,15.2,82,"Drama",3.7
21725,1995,107,12.8,10520,"Action",3.9
3036,1991,96,15,10,"Action",3.4
41425,1968,93,10,7,"Comedy",7.5
34748,1962,116,13.8,577,"Comedy",7.9
19873,1953,91,14.2,2451,"Comedy",3.8
13250,1991,88,14.6,242,"Action",3.8
3082,1928,195,12.7,23,"Action",4.4
4692,1979,118,11.4,238,"Action",2.7
28299,1970,53,7.6,26,"Comedy",4.1
36278,1988,85,9,362,"Comedy",4.1
36007,2001,98,13.7,309,"Comedy",4.2
3576,1958,106,9.1,10,"Drama",4.2
41221,2000,86,16.8,13,"Drama",3.4
82,1971,96,10.6,5,"Drama",5.1
25874,1963,105,7,257,"Action",4.1
15742,1976,NA,16,25,"Drama",4.5
56831,1945,62,11.5,11,"Action",3.8
48002,1972,99,12.6,24,"Drama",4.3
11974,1964,81,11.3,170,"Action",5
52658,1949,99,17.4,110,"Drama",3.9
54054,2002,92,11.8,60,"Drama",5.1
16831,1947,60,10.4,6,"Action",4.4
6977,1999,90,9,14,"Documentary",8.1
2830,1973,82,12.2,9,"Comedy",8.2
23483,1977,88,17.5,5,"Documentary",7.9
458,1968,105,16.4,457,"Action",7.9
26435,1967,90,18,21,"Comedy",7.8
53970,1999,14,10.3,12,"Documentary",7.4
16586,1990,95,12.8,16,"Action",5.8
5954,1932,72,9.5,5,"Comedy",3.2
18568,1989,86,10.4,97,"Drama",4.9
45555,1970,91,15.9,19,"Action",7.5
50976,2001,85,8.9,26,"Drama",4.6
35926,1991,104,8.9,23,"Drama",3.5
39188,1955,102,9.8,20,"Drama",3.3
17048,1987,86,12.1,285,"Drama",3.3
28845,1993,NA,11.3,372,"Drama",4.2
47733,1953,101,6.9,19,"Action",5
5726,1982,93,10.2,13,"Action",5.1
50832,2001,70,14.5,48,"Drama",3.6
33163,2002,91,13.1,104,"Comedy",7.4
2071,1915,11,11.4,8,"Comedy",8.2
26685,1947,96,13.7,70,"Drama",5.3
31648,1973,94,11.4,405,"Comedy",8.8
1649,1994,8,12.2,23,"Short",7.9
8453,1944,75,11.2,11,"Action",4.8
38549,1950,80,8,6,"Drama",2.6
19306,1997,108,10.1,2827,"Drama",5.4
26894,2000,89,12.9,55,"Drama",3.8
1540,1938,92,14.1,28,"Comedy",8
18100,1935,72,12.9,15,"Drama",4.5
12066,1956,106,14,179,"Action",5.3
47903,2000,80,8,8,"Action",5
50390,1948,80,18.6,14,"Action",7.7
54960,1958,95,10.6,29,"Comedy",7.9
26438,2001,7,14.7,13,"Animation",3.1
56423,1951,86,10.8,50,"Drama",5.5
46312,1999,39,9.1,40,"Documentary",7.7
37674,1972,99,14.9,96,"Comedy",8.2
27620,1968,NA,10.8,8,"Action",4.4
22682,1968,75,11.3,8,"Drama",5.8
38758,1985,90,15.1,18,"Action",4
13045,2005,74,6.2,249,"Comedy",4.1
30668,1922,70,7.7,39,"Drama",5.1
50164,1984,NA,14.4,12,"Drama",5.1
23420,1932,20,10.5,15,"Comedy",8.2
825,1983,88,11.3,22,"Comedy",7.2
46877,1993,11,6.7,12,"Short",8.2
5443,2001,90,11.1,7,"Action",2.9
15344,1980,101,20,50,"Drama",3.2
46772,1986,NA,12.8,19,"Drama",4
49211,2002,91,9.4,801,"Drama",3.7
55325,1991,95,12.3,74,"Comedy",8.2
46401,2004,118,16,8700,"Action",3.7
55251,2004,16,10.4,5,"Short",7.7
30867,1993,93,12.4,31,"Drama",4
1753,1979,NA,10,3895,"Drama",4.6
8932,1980,82,12.5,7,"Comedy",8.3
23883,1924,60,12.5,151,"Comedy",8.2
26375,1946,139,13,11,"Action",3
43017,1980,94,10.5,16,"Action",8.5
9137,1983,NA,10.4,6,"Action",4
54362,2004,130,6.7,17,"Action",3.6
